idEmp,numAula,dia,fecha,hora_ini,hora_fin
8951,16,5,31/05/2013,14:00,15:30
2550,17,5,31/05/2013,14:00,15:30
6411,18,5,31/05/2013,14:00,15:30
8524,19,5,31/05/2013,14:00,15:30
7984,20,5,31/05/2013,14:00,15:30
8479,21,5,31/05/2013,14:00,15:30
1716,22,5,31/05/2013,16:00,17:30
2643,1,5,31/05/2013,16:00,17:30
2888,2,5,31/05/2013,16:00,17:30
6526,3,5,31/05/2013,16:00,17:30
6741,4,5,31/05/2013,16:00,17:30
1033,5,5,31/05/2013,16:00,17:30
2473,6,5,31/05/2013,16:00,17:30
7732,7,5,31/05/2013,16:00,17:30
2209,8,5,31/05/2013,16:00,18:00
6515,9,5,31/05/2013,16:00,18:00
9790,10,5,31/05/2013,16:00,18:00
8468,11,5,31/05/2013,16:00,18:00
8988,12,5,31/05/2013,16:00,18:00
2364,13,5,31/05/2013,16:00,17:30
8701,14,5,31/05/2013,16:00,17:30
8667,15,5,31/05/2013,16:00,17:30
894,16,5,31/05/2013,16:00,17:30
7128,17,5,31/05/2013,16:00,17:30
421,18,5,31/05/2013,16:00,17:30
6411,19,1,03/06/2013,07:00,08:30
7831,20,1,03/06/2013,07:00,08:30
7582,21,1,03/06/2013,07:00,08:30
7955,22,1,03/06/2013,07:00,08:30
2780,2,1,03/06/2013,07:00,08:30
648,7,1,03/06/2013,07:00,08:30
6827,8,1,03/06/2013,07:00,08:30
7972,18,1,03/06/2013,07:00,08:30
9398,19,1,03/06/2013,07:00,08:30
6871,3,1,03/06/2013,07:00,08:30
9127,4,1,03/06/2013,07:00,08:30
6554,5,1,03/06/2013,07:00,08:30
8590,6,1,03/06/2013,07:00,08:30
9400,9,1,03/06/2013,07:00,08:30
3628,10,1,03/06/2013,07:00,08:30
8493,12,1,03/06/2013,07:00,08:30
7376,13,1,03/06/2013,07:00,08:30
851,14,1,03/06/2013,07:00,08:30
9401,15,1,03/06/2013,07:00,08:30
9421,16,1,03/06/2013,07:00,08:30
3841,17,1,03/06/2013,07:00,08:30
8466,20,1,03/06/2013,07:00,08:30
1654,2,1,03/06/2013,07:00,08:30
2209,3,1,03/06/2013,07:00,08:30
9976,4,1,03/06/2013,07:00,08:30
8479,5,1,03/06/2013,07:00,08:30
